SYMBOL	X.1	day2_log2FoldChange	day2_lfcSE	day2_stat	day2_pvalue	day2_padj	day6_log2FoldChange	day6_lfcSE.	day6_stat	day6_pvalue	day6_padj
CDC5L	ENSG00000096401	0.64182518	0.243208128	2.6389956	0.008315206	0.045669747	0.691629661	0.228510636	3.026684765	0.002472517	0.015907129
OLA1	ENSG00000138430	0.640883162	0.230309815	2.782700169	0.00539086	0.033365849	0.900646075	0.298423222	3.018016056	0.002544354	0.016219214
MAP3K1	ENSG00000095015	0.638963204	0.217193108	2.941912885	0.003261917	0.023379939	1.001246608	0.261501971	3.828830059	0.000128754	0.00164461
NTAN1	ENSG00000157045	0.638613449	0.228275843	2.797551589	0.005149154	0.032258805	0.652676835	0.237604555	2.746903711	0.006016079	0.030532441
HMOX2	ENSG00000103415	0.638605964	0.199061445	3.208084642	0.001336222	0.012529673	0.751986934	0.264067562	2.84770658	0.00440355	0.0241585
C2orf49	ENSG00000135974	0.637804141	0.209789544	3.040209391	0.002364137	0.018604226	0.661913341	0.237267143	2.789738742	0.005275059	0.027736403
VPS26A	ENSG00000122958	0.636741253	0.238768809	2.666768975	0.00765843	0.043025169	0.827463938	0.274661754	3.012665315	0.002589643	0.016437664
TTC9C	ENSG00000162222	0.634473316	0.232971659	2.723392696	0.00646152	0.038017586	0.75967201	0.24907644	3.04995531	0.002288754	0.015079273
SUCLG1	ENSG00000163541	0.63376345	0.220549433	2.873566443	0.004058657	0.027256716	0.778939059	0.25844926	3.013895491	0.002579166	0.016394098
TTI2	ENSG00000129696	0.633264066	0.199653782	3.171811025	0.001514916	0.013671987	0.918608085	0.241645748	3.801465956	0.000143843	0.001803936
WASL	ENSG00000106299	0.632448153	0.218238094	2.89797322	0.003755827	0.025842713	0.649662175	0.24422884	2.660055119	0.007812786	0.037313186
KPNA2	ENSG00000182481	0.632309344	0.227541752	2.778871743	0.005454806	0.033661926	0.991091005	0.233281964	4.248468199	2.15E-05	0.00039698
METTL5	ENSG00000138382	0.631393327	0.205777418	3.068331462	0.002152577	0.01752415	0.703806394	0.273238053	2.575799334	0.010000867	0.044784523
POLB	ENSG00000070501	0.630928749	0.219461476	2.874895223	0.004041616	0.027183073	0.734522871	0.244585122	3.003137984	0.002672112	0.016836412
PAIP2	ENSG00000120727	0.629717608	0.217142937	2.900014234	0.003731457	0.025701073	0.838890117	0.253903868	3.303967462	0.000953269	0.007722472
MORC3	ENSG00000159256	0.62887131	0.233482834	2.693437027	0.00707195	0.040623711	0.738026457	0.252204612	2.926300407	0.003430195	0.020184768
DIMT1	ENSG00000086189	0.628367636	0.194970108	3.222892175	0.001269033	0.012036762	0.82082961	0.250895103	3.271604748	0.00106939	0.008390709
MRPL11	ENSG00000174547	0.627566098	0.221185825	2.837279911	0.00454997	0.029544053	0.729997196	0.248834451	2.933666108	0.003349844	0.01984621
ATAD1	ENSG00000138138	0.626791067	0.216436427	2.895959225	0.003780015	0.025931691	0.674788138	0.251621796	2.681755515	0.007323696	0.035521409
CNOT7	ENSG00000198791	0.623032564	0.22957336	2.713871347	0.006650199	0.038799967	0.720688085	0.24855112	2.899556776	0.003736907	0.021485089
CSTF2T	ENSG00000177613	0.622955647	0.194836812	3.197320053	0.001387109	0.012838441	0.601456063	0.212587869	2.829211587	0.004666284	0.025240958
UPRT	ENSG00000094841	0.620827226	0.215045453	2.886958161	0.00388986	0.026423614	0.720370457	0.252316424	2.855028009	0.004303303	0.023763171
CNIH4	ENSG00000143771	0.619376857	0.212908595	2.909120959	0.003624466	0.025173695	0.880370121	0.237661382	3.704304476	0.000211972	0.002435241
XBP1	ENSG00000100219	0.619267236	0.221957485	2.790026376	0.005270375	0.032776953	0.8507539	0.240452312	3.538139824	0.000402957	0.004015805
PPTC7	ENSG00000196850	0.614870041	0.227260155	2.705577847	0.006818566	0.039485474	1.000561018	0.226472039	4.418033336	9.96E-06	0.000216954
PYROXD1	ENSG00000121350	0.612949704	0.203762533	3.008157066	0.002628373	0.020067381	0.679153281	0.245872895	2.762212895	0.005741103	0.029518632
ZNF283	ENSG00000167637	0.611958932	0.232750321	2.629250644	0.008557326	0.04663185	0.624837493	0.239455101	2.609414002	0.009069744	0.041655672
MAP3K7	ENSG00000135341	0.611792192	0.210163756	2.911026165	0.003602438	0.02506666	0.667510746	0.228018037	2.927447127	0.003417572	0.020142612
GOLGA7	ENSG00000147533	0.611781533	0.201259355	3.039766931	0.002367613	0.018617714	0.761855266	0.245390542	3.104664347	0.001904951	0.013127766
PHF23	ENSG00000040633	0.609968454	0.172682223	3.532317594	0.000411934	0.005306569	0.829476662	0.221255004	3.74896227	0.000177568	0.002117233
ALYREF	ENSG00000183684	0.609552392	0.22918313	2.659673917	0.007821634	0.043728067	0.681793665	0.269776404	2.527254628	0.011495812	0.049624062
NDFIP1	ENSG00000131507	0.608020377	0.213939644	2.84201827	0.004482892	0.029245381	0.628206049	0.236494667	2.656322259	0.007899808	0.0375745
PRRC1	ENSG00000164244	0.607926664	0.202109367	3.007909399	0.002630515	0.020078099	0.669430756	0.233615664	2.865521706	0.004163227	0.023214939
RPS6KB1	ENSG00000108443	0.606764343	0.20102081	3.018415577	0.002541002	0.01959305	0.690959888	0.230896966	2.992503109	0.002766998	0.017260186
RBM3	ENSG00000102317	0.606317022	0.220995783	2.743568293	0.006077541	0.036405861	0.855431911	0.204411966	4.184842635	2.85E-05	0.000499122
COX4I1	ENSG00000131143	0.604294487	0.179366636	3.369046219	0.000754288	0.008255531	0.721088532	0.259824224	2.775293703	0.005515188	0.028667893
NUS1	ENSG00000153989	0.603444275	0.228352666	2.642597897	0.008227268	0.045360425	0.8605879	0.247111078	3.482595385	0.000496578	0.004717494
AK3	ENSG00000147853	0.601965422	0.229832481	2.619148609	0.008814954	0.047615474	0.722542709	0.252463692	2.861966819	0.00421021	0.02338526
PTGES3	ENSG00000110958	0.601462233	0.185348259	3.24503849	0.001174347	0.011409567	0.602998562	0.204722117	2.945449037	0.003224863	0.019291544
VPS37A	ENSG00000155975	0.601233788	0.225224482	2.669486824	0.007596725	0.042725682	0.906527916	0.241918469	3.747245585	0.000178787	0.002128426
ARL14EP	ENSG00000152219	0.600336028	0.22982763	2.612114255	0.008998418	0.048308698	0.735386086	0.263148702	2.794564747	0.005196963	0.027446236
DIABLO	ENSG00000184047	0.600333354	0.189381507	3.169968199	0.001524556	0.013721728	0.587405632	0.204384646	2.874020348	0.004052829	0.022744202
RPS20	ENSG00000008988	0.599166279	0.229172657	2.614475425	0.008936459	0.048099645	0.742615512	0.233255898	3.183694467	0.001454084	0.010680175
NIP7	ENSG00000132603	0.59791807	0.215230633	2.778034252	0.005468885	0.033725827	0.726712653	0.243860427	2.980035191	0.002882153	0.017759491
SFT2D1	ENSG00000198818	0.597222815	0.226134727	2.641004429	0.008266064	0.045519486	0.770933505	0.240333373	3.207767171	0.001337697	0.010022604
LMAN1	ENSG00000074695	0.596361269	0.215058305	2.773021343	0.005553848	0.034094977	0.681708204	0.244019036	2.793668133	0.005211393	0.027515487
SMIM29	ENSG00000186577	0.596350389	0.229501724	2.598457128	0.009364374	0.049821205	0.743233957	0.24959968	2.977703968	0.002904163	0.017846805
WSB2	ENSG00000176871	0.596345809	0.215097523	2.77244387	0.005563711	0.034132389	0.627889035	0.216635114	2.898371471	0.00375106	0.021556317
RAD51	ENSG00000051180	0.59559183	0.226406261	2.630633218	0.008522596	0.046489221	1.145579919	0.338734389	3.381941595	0.000719754	0.006238786
TET2	ENSG00000168769	0.594491013	0.214444223	2.772240746	0.005567185	0.034143688	0.702753807	0.202547399	3.469577046	0.000521279	0.004883381
APIP	ENSG00000149089	0.59389473	0.207223244	2.865965805	0.004157391	0.02774829	0.710149868	0.258430215	2.747936686	0.005997159	0.030470386
TXNDC12	ENSG00000117862	0.592335961	0.19415825	3.050789555	0.002282405	0.018235744	0.897573899	0.280846391	3.195960244	0.001393663	0.010312943
TRAPPC6B	ENSG00000182400	0.590606577	0.20030864	2.948482786	0.003193379	0.023023613	0.67941724	0.232442839	2.922943306	0.003467396	0.020320514
MAPK6	ENSG00000069956	0.590042502	0.196308311	3.005692919	0.002649764	0.020197923	0.764449935	0.227219025	3.364374687	0.000767173	0.006543082
INTS12	ENSG00000138785	0.588867996	0.191606945	3.073312385	0.002116968	0.017358112	0.770721962	0.267740141	2.878619391	0.003994201	0.022543019
TXN2	ENSG00000100348	0.588558089	0.193162927	3.046951599	0.002311749	0.018351452	0.717989526	0.231470294	3.101864667	0.001923059	0.01322906
PHB	ENSG00000167085	0.585594802	0.193711505	3.023025419	0.002502612	0.019362991	0.658431221	0.253690822	2.595408124	0.009447866	0.042999248
TIMM17A	ENSG00000134375	0.584976648	0.224701168	2.60335384	0.009231662	0.049326928	0.789665807	0.270796131	2.916089696	0.003544486	0.020660586
NUBP1	ENSG00000103274	0.583706651	0.173933908	3.355910642	0.000791041	0.008542198	0.676079349	0.249847479	2.705968265	0.006810555	0.033503752
MRPS24	ENSG00000062582	0.583013181	0.213742396	2.727644074	0.006378839	0.037661633	0.673326355	0.243543349	2.764708452	0.005697369	0.029326892
HYLS1	ENSG00000198331	0.582878875	0.20995602	2.776195103	0.005499919	0.033855724	0.582746848	0.229684295	2.537164537	0.011175442	0.048544924
COPS4	ENSG00000138663	0.582510203	0.197500804	2.949406745	0.003183846	0.022987807	0.678835399	0.243229962	2.790920136	0.005255844	0.027673726
DNAJA2	ENSG00000069345	0.581150922	0.192915894	3.012457452	0.002591418	0.019857788	0.668644822	0.230960653	2.895059453	0.003790867	0.021729469
PSMC2	ENSG00000161057	0.581148985	0.20914837	2.778644576	0.005458622	0.033677823	0.809080877	0.261651576	3.092207156	0.001986742	0.013555818
RPP30	ENSG00000148688	0.580573618	0.204277765	2.842079355	0.004482033	0.029245381	0.70640232	0.259839349	2.718611802	0.00655565	0.032492456
NPRL3	ENSG00000103148	-0.588369337	0.188581535	-3.119973213	0.001808675	0.015523745	-0.7263106	0.221830677	-3.274166631	0.001059741	0.008326484
SNX21	ENSG00000124104	-0.588578493	0.209816932	-2.805200173	0.005028534	0.031752703	-0.651052752	0.230930549	-2.819257799	0.004813484	0.025877309
NFRKB	ENSG00000170322	-0.592834716	0.196215086	-3.021351349	0.002516492	0.019464834	-0.643589497	0.217921311	-2.953311425	0.003143846	0.01892627
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	-0.596502133	0.201924876	-2.954079472	0.003136032	0.022765986	-0.871757328	0.202647998	-4.30183045	1.69E-05	0.000329485
WIZ	ENSG00000011451	-0.596631055	0.208667106	-2.859248241	0.004246463	0.028124392	-0.776039901	0.19670653	-3.945165931	7.97E-05	0.001126722
KIF3B	ENSG00000101350	-0.599990462	0.2099097	-2.858326517	0.004258819	0.028196197	-0.583195139	0.224000248	-2.603546847	0.009226466	0.042213631
FHOD1	ENSG00000135723	-0.601330326	0.198200337	-3.033952086	0.002413728	0.018868345	-0.768976813	0.251639273	-3.05586963	0.002244088	0.014864828
SEMA5B	ENSG00000082684	-0.603226359	0.221385434	-2.724778902	0.006434456	0.037907611	-0.715543606	0.23873068	-2.997283824	0.00272397	0.017056697
LUC7L	ENSG00000007392	-0.606431893	0.212607861	-2.852349345	0.004339738	0.028593009	-0.663428272	0.235096657	-2.821938342	0.004773435	0.025727931
CLASRP	ENSG00000104859	-0.610010362	0.231069889	-2.639938783	0.0082921	0.045607392	-0.703952605	0.211001923	-3.336237861	0.000849205	0.007050355
LRP5	ENSG00000162337	-0.614963181	0.233092559	-2.638278905	0.008332802	0.04574789	-0.647251426	0.221549585	-2.921474331	0.00348379	0.020374621
FAM118A	ENSG00000100376	-0.617845484	0.193624981	-3.190938902	0.001418113	0.013036558	-0.612030762	0.196979802	-3.107073701	0.001889493	0.013048737
SPG7	ENSG00000197912	-0.624005357	0.201137034	-3.102389175	0.001919654	0.016204911	-0.586044534	0.217037398	-2.700200696	0.006929766	0.034002011
LOC101930112	ENSG00000197912	-0.624005357	0.201137034	-3.102389175	0.001919654	0.016204911	-0.586044534	0.217037398	-2.700200696	0.006929766	0.034002011
ZNF544	ENSG00000198131	-0.624501639	0.198766919	-3.141879153	0.001678673	0.014676908	-0.617006392	0.214940657	-2.870589494	0.004097072	0.022919035
EP400	ENSG00000183495	-0.625008506	0.184043077	-3.395990303	0.000683808	0.007670071	-0.65844908	0.201564992	-3.266683723	0.001088152	0.008517431
WDR73	ENSG00000177082	-0.628391245	0.216996153	-2.895863525	0.003781168	0.025931691	-0.648332288	0.245834033	-2.637276378	0.008357471	0.039158656
NOVA2	ENSG00000104967	-0.628506718	0.233647048	-2.689983565	0.007145554	0.040908482	-0.765242187	0.241681114	-3.166330107	0.001543755	0.011196803
ZNF587	ENSG00000198466	-0.634575792	0.215222384	-2.948465589	0.003193557	0.023023613	-0.698936551	0.202920804	-3.444380941	0.000572369	0.005236437
SNHG20	ENSG00000234912	-0.635528651	0.221762933	-2.865801977	0.004159543	0.027755833	-0.623219733	0.222889964	-2.796087002	0.005172547	0.027360192
SYVN1	ENSG00000162298	-0.635595201	0.22530817	-2.821003784	0.004787364	0.03061411	-0.762601088	0.204827472	-3.723138698	0.000196761	0.002295583
HGSNAT	ENSG00000165102	-0.637722479	0.235461841	-2.708389932	0.006761053	0.039252835	-0.609911023	0.238880363	-2.553207031	0.010673603	0.046902037
TUBG2	ENSG00000037042	-0.638724615	0.214593911	-2.976434009	0.002916218	0.021619104	-0.817823423	0.255879566	-3.196126345	0.001392861	0.010312943
MYRF	ENSG00000124920	-0.640424205	0.236738886	-2.705192276	0.006826486	0.039497658	-0.797142284	0.257738318	-3.092835746	0.001982538	0.013535254
ZNF662	ENSG00000182983	-0.640735416	0.210847171	-3.038861807	0.002374738	0.018639049	-0.74859181	0.230589872	-3.246421036	0.001168659	0.00902647
PLPPR2	ENSG00000105520	-0.640921198	0.245350728	-2.612265324	0.008994442	0.0482969	-0.737704852	0.244157526	-3.021429908	0.002515839	0.016090341
BAIAP2	ENSG00000175866	-0.643897058	0.227913871	-2.825177137	0.004725448	0.030375487	-0.730432072	0.251462344	-2.904737384	0.003675614	0.021234598
ZNF337	ENSG00000130684	-0.644574995	0.20212445	-3.189000608	0.001427656	0.013093271	-0.647561167	0.225067547	-2.877185878	0.004012392	0.022595265
CABIN1	ENSG00000099991	-0.647792086	0.205452598	-3.153000222	0.001616017	0.014293572	-0.794679187	0.200243247	-3.968569216	7.23E-05	0.001040997
AGAP4	ENSG00000188234	-0.648233452	0.209604724	-3.092647153	0.001983799	0.016566813	-0.789858616	0.249890447	-3.160819575	0.001573259	0.011357604
KRT10	ENSG00000186395	-0.648969498	0.240255251	-2.701166762	0.006909668	0.039860085	-0.678176256	0.23057946	-2.941182431	0.003269619	0.019492685
RBM6	ENSG00000004534	-0.651487414	0.19764056	-3.296324465	0.000979588	0.009992681	-0.878792735	0.193091566	-4.551170998	5.33E-06	0.000132134
GABPB2	ENSG00000143458	-0.656015161	0.191318891	-3.42890949	0.000606012	0.007023168	-0.745237929	0.201142849	-3.705018258	0.000211376	0.002433005
CGN	ENSG00000143375	-0.663967598	0.229682261	-2.890809217	0.003842513	0.026193693	-0.916115321	0.24167683	-3.7906626	0.000150246	0.00186269
KANK1	ENSG00000107104	-0.664705544	0.202992136	-3.274538403	0.001058348	0.010587209	-0.65274517	0.210489105	-3.101087681	0.001928112	0.013248763
LRFN1	ENSG00000128011	-0.665687592	0.244714735	-2.720259542	0.006523069	0.038263697	-1.053365758	0.273256132	-3.854865947	0.000115793	0.001513687
DDX51	ENSG00000185163	-0.666510969	0.24465257	-2.724316238	0.006443478	0.037944303	-0.661831811	0.215388141	-3.072740256	0.00212103	0.014254174
LRFN3	ENSG00000126243	-0.666677551	0.225303322	-2.959022279	0.003086168	0.022518332	-0.708845771	0.248624652	-2.851067931	0.004357266	0.023985511
WFS1	ENSG00000109501	-0.668104793	0.218834008	-3.053020861	0.002265502	0.018138037	-0.64655025	0.215523129	-2.999911203	0.002700583	0.01696296
RAB11FIP3	ENSG00000090565	-0.670860661	0.207595147	-3.231581624	0.001231072	0.011792971	-0.661795327	0.220536036	-3.000848928	0.002692281	0.016928646
SH3PXD2A	ENSG00000107957	-0.671847919	0.229648337	-2.925550983	0.003438468	0.02428509	-0.763677036	0.243358049	-3.138080039	0.001700584	0.012055628
SETD1A	ENSG00000099381	-0.671892926	0.252301607	-2.663054487	0.007743487	0.043371513	-0.866487485	0.198865098	-4.357162197	1.32E-05	0.000268979
RXRA	ENSG00000186350	-0.675838295	0.204154917	-3.310418901	0.000931564	0.009633022	-0.608060495	0.206899562	-2.938916296	0.00329362	0.019599838
CSNK1E	ENSG00000213923	-0.67646404	0.20780704	-3.255250833	0.001132923	0.01113453	-0.715006469	0.216540415	-3.301953907	0.000960138	0.007766408
VPS53	ENSG00000141252	-0.676547947	0.191323774	-3.536141553	0.000406017	0.005259635	-0.694629276	0.200420325	-3.465862444	0.000528534	0.004926487
KDM6B	ENSG00000132510	-0.677312919	0.202541734	-3.344065964	0.000825601	0.00879853	-0.846589212	0.195673915	-4.326530766	1.51E-05	0.000301127
SUSD2	ENSG00000099994	-0.679033324	0.234148061	-2.900016856	0.003731426	0.025701073	-1.026770675	0.266434691	-3.853742433	0.000116326	0.001519112
CAVIN1	ENSG00000177469	-0.679685279	0.244274177	-2.782468811	0.005394705	0.033382041	-0.720479265	0.223457679	-3.224231403	0.001263113	0.009593252
HERC2	ENSG00000128731	-0.679854638	0.196042316	-3.467897401	0.000524548	0.006302226	-0.644472364	0.207261881	-3.109459209	0.001874302	0.012979268
ARHGEF10	ENSG00000104728	-0.679970357	0.247884286	-2.743095848	0.006086292	0.036417206	-0.607573267	0.224641874	-2.704630518	0.00683804	0.033624426
SCAMP4	ENSG00000227500	-0.680480062	0.247525147	-2.749135063	0.005975276	0.035998751	-0.833551429	0.268078748	-3.109352892	0.001874976	0.012979991
DMWD	ENSG00000185800	-0.681358065	0.211601147	-3.220011207	0.001281856	0.012124517	-0.820896016	0.201613915	-4.071623809	4.67E-05	0.000744173
RDH13	ENSG00000160439	-0.682542832	0.216713934	-3.149510601	0.001635442	0.014396233	-0.621711928	0.243329055	-2.555025454	0.010618003	0.04672989
MSI1	ENSG00000135097	-0.684043926	0.239883554	-2.851566585	0.004350437	0.028602469	-1.023660654	0.310167008	-3.300353123	0.000965632	0.007789979
NBR2	ENSG00000198496	-0.691356089	0.253985291	-2.722031996	0.006488186	0.038124935	-0.760763739	0.289130255	-2.631214566	0.00850803	0.039692516
NOL9	ENSG00000162408	-0.691461596	0.185337675	-3.730820495	0.000190857	0.002995168	-0.767264996	0.199713452	-3.841829327	0.000122121	0.00158028
CATSPER2	ENSG00000166762	-0.69217095	0.234438885	-2.952457947	0.00315255	0.022849259	-0.892747193	0.235439468	-3.791833204	0.000149539	0.001856964
ASB16-AS1	ENSG00000267080	-0.69232989	0.223714574	-3.094701779	0.001970109	0.016514377	-0.757531459	0.242255332	-3.126996027	0.001766023	0.01243372
CCDC84	ENSG00000186166	-0.692513684	0.206357913	-3.355886262	0.000791111	0.008542198	-0.687251331	0.201894419	-3.404013516	0.000664035	0.00586753
WASHC1	ENSG00000181404	-0.694696891	0.217337863	-3.196391464	0.001391582	0.012873228	-0.756689158	0.230215456	-3.286873829	0.001013062	0.008062699
RUSC2	ENSG00000198853	-0.697830725	0.235597035	-2.961967349	0.003056802	0.022376186	-0.803486205	0.222776945	-3.606684719	0.000310134	0.003291036
ZNF70	ENSG00000187792	-0.698220092	0.25438585	-2.744728494	0.006056098	0.036332575	-1.036167996	0.232172358	-4.462925757	8.08E-06	0.000181894
ANKS3	ENSG00000168096	-0.698266201	0.249005647	-2.804218332	0.005043874	0.03182737	-0.736062796	0.275595796	-2.670805599	0.007566946	0.036410257
EHD2	ENSG00000024422	-0.698276193	0.261740356	-2.667820135	0.007634512	0.04291448	-1.027590146	0.235266558	-4.367769707	1.26E-05	0.000260925
PTDSS2	ENSG00000174915	-0.69890663	0.221355071	-3.157400587	0.001591825	0.014117508	-0.582949913	0.213448904	-2.731098175	0.006312366	0.03157412
SPATC1L	ENSG00000160284	-0.69961666	0.242164227	-2.889017383	0.003864477	0.026309481	-0.83620678	0.271211961	-3.083222345	0.002047721	0.01387622
DPP9	ENSG00000142002	-0.701544407	0.249861601	-2.807731979	0.004989173	0.03157756	-0.602167281	0.220452813	-2.731501909	0.006304638	0.031547824
TMEM44	ENSG00000145014	-0.703311831	0.198058784	-3.551025699	0.000383733	0.005047993	-0.644214593	0.225130978	-2.861510216	0.004216279	0.023413258
CEP250	ENSG00000126001	-0.704075703	0.241515051	-2.915245662	0.003554087	0.024793724	-0.639114126	0.236965311	-2.697078839	0.006995071	0.034263353
INF2	ENSG00000203485	-0.705963668	0.250779572	-2.815076456	0.004876563	0.031007152	-0.592316669	0.189454885	-3.126425948	0.001769451	0.012442457
MAP3K10	ENSG00000130758	-0.70608543	0.234231636	-3.014475085	0.002574244	0.019781987	-0.716185725	0.214222079	-3.343192867	0.000828203	0.006926538
GARNL3	ENSG00000136895	-0.706120859	0.227637784	-3.101949279	0.001922509	0.01621893	-0.818283157	0.279946716	-2.922996088	0.003466809	0.020320514
GTF2IRD2B	ENSG00000174428	-0.707944818	0.180469957	-3.922784885	8.75E-05	0.001695997	-0.712853144	0.228587785	-3.118509345	0.001817684	0.012678031
WASH2P	ENSG00000146556	-0.709032743	0.219693384	-3.227374117	0.00124932	0.011916354	-0.856978947	0.26233929	-3.266681663	0.00108816	0.008517431
TBC1D13	ENSG00000107021	-0.709392336	0.216416837	-3.277898078	0.001045832	0.010506662	-0.595879422	0.200464309	-2.97249632	0.002953888	0.018064898
PLCB3	ENSG00000149782	-0.709623998	0.238660148	-2.973366121	0.002945529	0.021755108	-0.771297788	0.208501109	-3.699250284	0.000216237	0.00246964
PLEKHG3	ENSG00000126822	-0.710849521	0.199325957	-3.566266701	0.000362103	0.004843956	-0.700623253	0.199874868	-3.505309394	0.000456077	0.004402909
NSUN5P2	ENSG00000106133	-0.710852771	0.224637301	-3.164446721	0.001553781	0.013881984	-1.026886219	0.25733746	-3.990426501	6.60E-05	0.000968604
MLLT6	ENSG00000275023	-0.71101219	0.26525384	-2.680497256	0.007351287	0.041734107	-0.603348387	0.192245556	-3.138425668	0.00169858	0.012048327
SIX5	ENSG00000177045	-0.713644094	0.224067268	-3.184954686	0.001447767	0.013219663	-0.736790106	0.242004291	-3.044533236	0.002330417	0.015255953
CYB5R2	ENSG00000166394	-0.714066193	0.258105171	-2.766570655	0.005664931	0.034550481	-0.696889025	0.24829045	-2.806749219	0.005004418	0.026633288
AXIN2	ENSG00000168646	-0.714367473	0.26617986	-2.683777328	0.007279557	0.041404674	-0.731713803	0.239802898	-3.051313434	0.002278426	0.015036686
INPPL1	ENSG00000165458	-0.714636052	0.266099995	-2.685592128	0.007240141	0.041299099	-0.628110922	0.2241957	-2.801618944	0.005084689	0.026978484
ZMIZ2	ENSG00000122515	-0.714942855	0.267464303	-2.673040284	0.007516722	0.042416236	-0.737664933	0.219570796	-3.359576707	0.00078062	0.006622612
WASH8P	ENSG00000226210	-0.715524889	0.202079768	-3.540804197	0.000398909	0.005189835	-0.926494848	0.222966784	-4.155304361	3.25E-05	0.000552656
PRAG1	ENSG00000275342	-0.717257551	0.267877878	-2.677554254	0.007416184	0.042014732	-0.90100884	0.245411464	-3.671421154	0.000241205	0.002693974
EBF4	ENSG00000088881	-0.718468142	0.244367082	-2.940118345	0.003280869	0.023483336	-0.874263788	0.253618062	-3.447166894	0.000566499	0.005199451
IVD	ENSG00000128928	-0.718488312	0.24548171	-2.926850695	0.003424132	0.024204151	-0.702850126	0.23320333	-3.013894043	0.002579179	0.016394098
SHC3	ENSG00000148082	-0.718598146	0.221774032	-3.240226731	0.001194347	0.011554285	-0.749419131	0.245986189	-3.046590271	0.00231453	0.015190182
RNF165	ENSG00000141622	-0.719699475	0.259685843	-2.771423599	0.005581177	0.03417196	-0.974686442	0.236608992	-4.119397295	3.80E-05	0.000628835
ARHGAP8	ENSG00000241484	-0.720725437	0.244553353	-2.947109199	0.003207599	0.023102351	-0.825629745	0.300411491	-2.748329442	0.005989979	0.030447499
MRPS31P5	ENSG00000243406	-0.720996866	0.254370316	-2.834437904	0.004590638	0.029741158	-0.731774019	0.262645112	-2.786170334	0.005333484	0.027972525
ZHX3	ENSG00000174306	-0.721317047	0.201832738	-3.573835718	0.00035179	0.004735563	-0.674614777	0.228762419	-2.948975535	0.003188292	0.019133115
CCND1	ENSG00000110092	-0.721679066	0.246910013	-2.922842448	0.00346852	0.024435135	-0.948532252	0.243532015	-3.894897559	9.82E-05	0.001328506
SPTAN1	ENSG00000197694	-0.722903296	0.247185522	-2.924537362	0.003449687	0.024346775	-0.654008962	0.191640285	-3.412690404	0.00064325	0.005717858
ZNF865	ENSG00000261221	-0.72315802	0.188876615	-3.828732431	0.000128805	0.002255955	-0.97717776	0.209375048	-4.667116577	3.05E-06	8.41E-05
TSSC2	ENSG00000223756	-0.723857837	0.25607217	-2.826772768	0.004701968	0.030246024	-1.240711558	0.321187698	-3.862886304	0.000112055	0.001473483
COL27A1	ENSG00000196739	-0.724475775	0.196505673	-3.686793169	0.000227098	0.003410233	-1.28904026	0.211048726	-6.107785095	1.01E-09	8.42E-08
SH2D3A	ENSG00000125731	-0.724769483	0.216014255	-3.355192838	0.000793097	0.008549394	-0.834988363	0.244019025	-3.421816659	0.000622042	0.005569996
ZNF142	ENSG00000115568	-0.724805222	0.24999823	-2.89924142	0.003740667	0.025751453	-0.606940241	0.204594535	-2.966551586	0.003011598	0.018314342
MSS51	ENSG00000166343	-0.725189067	0.236417719	-3.067405735	0.002159256	0.017572252	-0.781607041	0.269039347	-2.90517744	0.00367045	0.021215534
PAQR7	ENSG00000182749	-0.725193759	0.209292478	-3.464977644	0.000530276	0.006349871	-0.880964799	0.260688998	-3.379370843	0.000726519	0.006278297
PLCXD1	ENSG00000182378	-0.725222207	0.248291913	-2.920845061	0.003490834	0.024483027	-0.644442832	0.22479508	-2.866801321	0.004146432	0.023147903
PCED1A	ENSG00000132635	-0.725302978	0.238066189	-3.046644219	0.002314114	0.018355264	-0.754846698	0.233948078	-3.226556522	0.001252895	0.009534354
RAI1	ENSG00000108557	-0.726325187	0.244976734	-2.964874154	0.003028068	0.022195753	-0.673947372	0.210051511	-3.208486187	0.001334357	0.010010758
CAPRIN2	ENSG00000110888	-0.727367353	0.22262517	-3.267228729	0.001086059	0.010783184	-0.633483994	0.242103837	-2.616579734	0.008881562	0.040989885
ZNF135	ENSG00000176293	-0.727962967	0.238133415	-3.056954305	0.002235984	0.017939537	-0.853088396	0.272530637	-3.130247687	0.00174659	0.012323617
FAM83H	ENSG00000180921	-0.728000656	0.255907473	-2.844780766	0.0044442	0.029041783	-0.771507438	0.273753355	-2.818257468	0.004828507	0.025945818
RYR3	ENSG00000198838	-0.728670523	0.248937262	-2.927125165	0.003421112	0.024195392	-1.079413007	0.329380265	-3.277102856	0.001048782	0.008271783
ANKRD13B	ENSG00000198720	-0.728760019	0.273610582	-2.663493546	0.00773339	0.043323887	-0.993414938	0.245484019	-4.046760124	5.19E-05	0.000810187
MLXIP	ENSG00000175727	-0.728846106	0.189477784	-3.846604547	0.000119766	0.002143244	-0.938203166	0.23079109	-4.065161989	4.80E-05	0.000759247
SH2B1	ENSG00000178188	-0.729608113	0.270980609	-2.69247351	0.007092417	0.040715449	-0.686340565	0.21989241	-3.121256276	0.001800812	0.01260834
ACOXL	ENSG00000153093	-0.730753566	0.21761129	-3.358068267	0.000784892	0.00850822	-0.849361955	0.235167987	-3.611724395	0.000304168	0.003239806
