SYMBOL	Ensembl_IDs	log2FoldChange	lfcSE	stat	pvalue	padj
TPT1	ENSG00000133112	0.742095063	0.261179132	2.841326011	0.004492636	0.024546658
RBM26	ENSG00000139746	0.741278215	0.269891954	2.746573965	0.006022131	0.030556339
ZNF597	ENSG00000167981	0.741100524	0.242766767	3.052726422	0.002267726	0.014987797
CHST11	ENSG00000171310	0.740798932	0.280606491	2.639992148	0.008290795	0.038910324
SKA2	ENSG00000182628	0.740683414	0.279117452	2.653662141	0.007962351	0.037773869
DCTN6	ENSG00000104671	0.740284491	0.287229403	2.577328372	0.009956731	0.044639574
TMEM33	ENSG00000109133	0.740224076	0.248387931	2.980112902	0.002881422	0.017759491
LAMP3	ENSG00000078081	0.740027112	0.214335506	3.452657591	0.000555093	0.005129571
CPSF6	ENSG00000111605	0.740015148	0.247709762	2.987428278	0.002813353	0.017453677
CRBN	ENSG00000113851	0.738738664	0.284041488	2.600812537	0.009300326	0.042466203
MORC3	ENSG00000159256	0.738026457	0.252204612	2.926300407	0.003430195	0.020184768
NUP88	ENSG00000108559	0.737534078	0.269331373	2.738389031	0.006174099	0.031078029
RASSF4	ENSG00000107551	0.737517184	0.200384539	3.680509417	0.000232768	0.002619019
BTG2	ENSG00000159388	0.737341332	0.193698657	3.80664143	0.000140867	0.001778478
PDCD5	ENSG00000105185	0.737270618	0.283675048	2.59899707	0.009349657	0.042657225
CFL1	ENSG00000172757	0.737133644	0.247535711	2.977888083	0.002902419	0.017845724
SELENOK	ENSG00000113811	0.736423354	0.289994521	2.539438849	0.011103045	0.048350891
ARL14EP	ENSG00000152219	0.735386086	0.263148702	2.794564747	0.005196963	0.027446236
FZD5	ENSG00000163251	0.735274015	0.218425296	3.366249367	0.000761978	0.006513008
RPL27A	ENSG00000166441	0.734881514	0.241536025	3.042533773	0.002345955	0.015318022
POLB	ENSG00000070501	0.734522871	0.244585122	3.003137984	0.002672112	0.016836412
MYO5A	ENSG00000197535	0.73424833	0.214078601	3.429807215	0.00060401	0.00546008
APH1A	ENSG00000117362	0.734104508	0.20195664	3.634960987	0.000278023	0.003019252
ZNF576	ENSG00000124444	0.734000849	0.260507941	2.817575719	0.00483877	0.025982565
CFAP97	ENSG00000164323	0.733920035	0.253805576	2.891662379	0.003832095	0.02186119
TMEM183A	ENSG00000163444	0.733551354	0.245770266	2.984703419	0.002838534	0.017576363
RASL11A	ENSG00000122035	0.733435058	0.214080924	3.425971099	0.000612606	0.005513692
SNAPC1	ENSG00000023608	0.733244162	0.223066743	3.287106593	0.001012225	0.008061675
CCDC85B	ENSG00000175602	0.73318763	0.243876477	3.006389293	0.002643703	0.016692363
MOSPD1	ENSG00000101928	0.732874372	0.256722897	2.854729283	0.004307353	0.023768234
MRPL15	ENSG00000137547	0.732641936	0.254599688	2.877623068	0.004006836	0.022580737
RNFT1	ENSG00000189050	0.732337099	0.21772256	3.363625239	0.000769259	0.006550647
EMILIN2	ENSG00000132205	0.732283089	0.213770746	3.425553323	0.000613548	0.005517815
ICAM1	ENSG00000090339	0.732217852	0.198454195	3.689606318	0.000224601	0.002541932
ATP5F1E	ENSG00000124172	0.732115129	0.249371513	2.935841069	0.003326447	0.019748719
NLN	ENSG00000123213	0.732113026	0.250189533	2.926233629	0.003430932	0.020184768
SMIM26	ENSG00000232388	0.732002262	0.268034777	2.730997342	0.006314298	0.031574265
CKAP2L	ENSG00000169607	0.731992786	0.260249434	2.812658512	0.00491338	0.026293574
STX7	ENSG00000079950	0.731905266	0.250161885	2.925726545	0.003436529	0.020204369
TOP1	ENSG00000198900	0.73177898	0.235335046	3.109519775	0.001873917	0.012979268
HS2ST1	ENSG00000153936	0.731721585	0.27818674	2.630325174	0.008530323	0.039770334
SP3	ENSG00000172845	0.731698283	0.217564748	3.363128861	0.000770644	0.006559983
POLE4	ENSG00000115350	0.731672311	0.265241912	2.758509417	0.005806563	0.029774497
PGAP1	ENSG00000197121	0.731587563	0.2785101	2.62679006	0.00861945	0.04010546
ADAM9	ENSG00000168615	0.731464064	0.282869078	2.585874951	0.009713216	0.043858804
TSNAX	ENSG00000116918	0.731026159	0.259732148	2.814538614	0.004884731	0.026186115
SLC35A3	ENSG00000117620	0.731012034	0.212812139	3.435010978	0.00059253	0.005384097
PARD6B	ENSG00000124171	0.730944519	0.251816023	2.902692653	0.003699695	0.021334392
RPL29	ENSG00000162244	0.730866213	0.279029137	2.619318611	0.008810561	0.040744819
UFL1	ENSG00000014123	0.730780147	0.255276391	2.862701658	0.004200459	0.023339859
YIPF1	ENSG00000058799	0.730614222	0.24003004	3.043844936	0.002335755	0.015273328
MRPL11	ENSG00000174547	0.729997196	0.248834451	2.933666108	0.003349844	0.01984621
AKIRIN1	ENSG00000174574	0.729194503	0.200628233	3.634555771	0.00027846	0.003022559
FUCA2	ENSG00000001036	0.728887151	0.203051744	3.589662098	0.000331107	0.003450996
GALNT5	ENSG00000136542	0.728527843	0.234329353	3.108990975	0.001877275	0.012984054
PIGP	ENSG00000185808	0.728431388	0.222560395	3.272960535	0.001064273	0.00835921
ZNF569	ENSG00000196437	0.728141525	0.274871614	2.649024084	0.008072458	0.038106422
ELOVL1	ENSG00000066322	0.727978621	0.20747538	3.508747011	0.000450223	0.004358985
TOMM22	ENSG00000100216	0.727742612	0.253371364	2.872237025	0.004075771	0.022836219
AGPS	ENSG00000018510	0.727495995	0.252711484	2.878761125	0.003992406	0.022538479
FGF7	ENSG00000140285	0.727470254	0.252450385	2.88163654	0.003956158	0.022375668
C12orf45	ENSG00000151131	0.727323675	0.286505892	2.538599367	0.011129719	0.048420235
PLK4	ENSG00000142731	0.727249347	0.270376421	2.689766154	0.00715021	0.034820943
PDE6D	ENSG00000156973	0.727158621	0.286498901	2.538085198	0.011146085	0.048470957
ZDHHC12	ENSG00000160446	0.72688412	0.237708296	3.05788284	0.002229067	0.014815921
PRPF40A	ENSG00000196504	0.726860121	0.274010986	2.652667802	0.007985842	0.037830795
NIP7	ENSG00000132603	0.726712653	0.243860427	2.980035191	0.002882153	0.017759491
CDCA5	ENSG00000146670	0.726201963	0.27735104	2.61834952	0.008835625	0.040814768
ALKBH7	ENSG00000125652	0.726070024	0.24363706	2.98012964	0.002881264	0.017759491
SPTLC1	ENSG00000090054	0.726053062	0.239404815	3.032742103	0.002423426	0.015669187
CDK8	ENSG00000132964	0.72595021	0.235737204	3.079489351	0.002073558	0.01399713
GLS	ENSG00000115419	0.725945061	0.240487159	3.018643755	0.002539089	0.016198079
LRRC70	ENSG00000186105	0.725505171	0.266623641	2.721083428	0.006506834	0.032323996
CRLF3	ENSG00000176390	0.724818039	0.260909488	2.778044012	0.005468721	0.028471873
UHRF1	ENSG00000276043	0.724743273	0.260475579	2.782384724	0.005396103	0.028209945
UQCRC1	ENSG00000010256	0.722916956	0.227262154	3.180982594	0.001467764	0.010754619
OTUD4	ENSG00000164164	0.722710216	0.220377321	3.279421917	0.0010402	0.008221191
AK3	ENSG00000147853	0.722542709	0.252463692	2.861966819	0.00421021	0.02338526
COQ10B	ENSG00000115520	0.72160816	0.226931072	3.179856127	0.001473482	0.01078784
PIM1	ENSG00000137193	0.721538194	0.282461876	2.554462226	0.010635197	0.046781859
PICALM	ENSG00000073921	0.721297136	0.244401024	2.951285246	0.003164545	0.019025721
ASPN	ENSG00000106819	0.721215472	0.237398172	3.037999265	0.002381545	0.01547436
COX4I1	ENSG00000131143	0.721088532	0.259824224	2.775293703	0.005515188	0.028667893
KLF3	ENSG00000109787	0.72074288	0.233990128	3.080227727	0.002068424	0.013979056
CNOT7	ENSG00000198791	0.720688085	0.24855112	2.899556776	0.003736907	0.021485089
ARL8B	ENSG00000134108	0.720619884	0.260948784	2.761537622	0.005752989	0.029566388
MGME1	ENSG00000125871	0.720509353	0.213395013	3.376411384	0.00073438	0.006334204
UPRT	ENSG00000094841	0.720370457	0.252316424	2.855028009	0.004303303	0.023763171
HSPE1	ENSG00000115541	0.719950735	0.256122881	2.810958285	0.004939419	0.026384971
SDCBP	ENSG00000137575	0.719880314	0.28520334	2.524094962	0.011599659	0.049996485
SYNCRIP	ENSG00000135316	0.719763724	0.26113713	2.756267272	0.00584652	0.029912001
C1orf74	ENSG00000162757	0.719704878	0.281519017	2.556505371	0.010572944	0.046567598
RRM2B	ENSG00000048392	0.719632474	0.231963267	3.102355321	0.001919874	0.013214443
TOR3A	ENSG00000186283	0.719395835	0.248671233	2.892959612	0.003816304	0.021809043
ZNF800	ENSG00000048405	0.719338939	0.247277866	2.909030849	0.003625511	0.021025192
RMI1	ENSG00000178966	0.719320267	0.27945641	2.573998098	0.010053083	0.044902183
ZC3HAV1	ENSG00000105939	0.719293412	0.248471935	2.894867831	0.003793182	0.021737263
RTCB	ENSG00000100220	0.718860946	0.207803001	3.459338618	0.000541504	0.005026797
PAPOLG	ENSG00000115421	0.718782277	0.236487961	3.039403254	0.002370473	0.015420609
UBE2J1	ENSG00000198833	0.718555564	0.258219881	2.782727505	0.005390406	0.028193111
TRMT13	ENSG00000122435	0.718506298	0.270195611	2.659207884	0.007832462	0.037375785
WDR43	ENSG00000163811	0.718228349	0.24107483	2.979275561	0.002889308	0.017784516
TARS1	ENSG00000113407	0.718151112	0.241365086	2.975372796	0.002926327	0.017949084
MRPL35	ENSG00000132313	0.718010236	0.276653694	2.595339413	0.009449755	0.042999248
TXN2	ENSG00000100348	0.717989526	0.231470294	3.101864667	0.001923059	0.01322906
PLB1	ENSG00000163803	0.717918352	0.264565888	2.713571119	0.006656228	0.03290099
C8orf76	ENSG00000189376	0.717881699	0.256810836	2.79537153	0.00518401	0.027390538
ANAPC11	ENSG00000141552	0.717869698	0.257416639	2.7887463	0.00529125	0.027793892
AGFG1	ENSG00000173744	0.717601919	0.230057013	3.119235142	0.001813212	0.012660224
AP1S1	ENSG00000106367	0.717470701	0.240979656	2.977308183	0.002907915	0.01786476
RPS21	ENSG00000171858	0.717421807	0.281950865	2.544492306	0.010943672	0.047821054
GALNT7	ENSG00000109586	0.717073843	0.230404652	3.112236828	0.001856755	0.012889129
RRAGC	ENSG00000116954	0.716740556	0.257360327	2.784969094	0.005353283	0.028056969
ATF6	ENSG00000118217	0.716248751	0.255847111	2.799518625	0.005117886	0.027110677
STAT5A	ENSG00000126561	0.716058613	0.271908897	2.633450469	0.008452216	0.039504999
FAR1	ENSG00000197601	0.715372711	0.243909322	2.932945353	0.00335763	0.019871651
RAMP3	ENSG00000122679	0.715329528	0.241998108	2.955930257	0.003117276	0.01879614
C1orf52	ENSG00000162642	0.714706269	0.248695093	2.873825375	0.004055331	0.022752637
FOSL2	ENSG00000075426	0.714674706	0.21643701	3.301998603	0.000959985	0.007766408
GSTCD	ENSG00000138780	0.714443172	0.254254228	2.809955914	0.004954829	0.026440682
KPNA4	ENSG00000186432	0.714061255	0.25307005	2.821595269	0.004778544	0.025744
APOL2	ENSG00000128335	0.712970213	0.208373943	3.421590071	0.000622561	0.005570257
PNPLA4	ENSG00000006757	0.712648028	0.231772892	3.074768679	0.002106659	0.014178524
RBM12B	ENSG00000183808	0.712267746	0.220697237	3.227352343	0.001249415	0.0095178
ITGB8	ENSG00000105855	0.712167562	0.260606415	2.732732278	0.006281136	0.031478159
ERVK3-1	ENSG00000142396	0.712021597	0.259512827	2.743685567	0.00607537	0.030730571
PRR13	ENSG00000205352	0.711967847	0.256924298	2.771119173	0.005586398	0.028952091
MERTK	ENSG00000153208	0.711281445	0.223999694	3.175367932	0.001496466	0.010907001
AURKB	ENSG00000178999	0.710999605	0.260411662	2.73029096	0.006327845	0.031621165
APOBEC3C	ENSG00000244509	0.710988585	0.258996234	2.745169592	0.006047963	0.030646426
ASXL2	ENSG00000143970	0.710869732	0.240021389	2.961693268	0.003059524	0.018512276
CLMP	ENSG00000166250	0.710785634	0.20262235	3.507933028	0.000451603	0.004368628
PEX2	ENSG00000164751	0.710693032	0.249796979	2.845082569	0.004439991	0.0243291
CLINT1	ENSG00000113282	0.710666553	0.191604742	3.709023821	0.00020806	0.00240521
NAA15	ENSG00000164134	0.710515922	0.270533211	2.626353783	0.008630506	0.040148699
C11orf58	ENSG00000110696	0.710465393	0.247993787	2.864851581	0.004172047	0.023236869
APIP	ENSG00000149089	0.710149868	0.258430215	2.747936686	0.005997159	0.030470386
TRIM33	ENSG00000197323	0.709948109	0.272624068	2.604128512	0.009210821	0.042152372
YWHAG	ENSG00000170027	0.709861545	0.23456899	3.026237807	0.002476175	0.015921663
RCSD1	ENSG00000198771	0.709472493	0.280601791	2.528396167	0.011458497	0.049491142
PDIA5	ENSG00000065485	0.709165763	0.226552665	3.130246837	0.001746595	0.012323617
ABRAXAS2	ENSG00000165660	0.70913558	0.260061453	2.726800033	0.006395178	0.03190161
CMAS	ENSG00000111726	0.708854432	0.234248567	3.026077987	0.002477484	0.015925583
RPL41	ENSG00000229117	0.708811631	0.249501312	2.840913436	0.004498452	0.024572538
NA	ENSG00000144785	0.708748329	0.226756808	3.125587875	0.0017745	0.012466413
ABHD17B	ENSG00000107362	0.708180185	0.214504119	3.301475926	0.000961776	0.007774396
SRD5A3	ENSG00000128039	0.708081237	0.208482934	3.396351074	0.000682907	0.005983191
AP5M1	ENSG00000053770	0.707953995	0.266593609	2.655555017	0.007917802	0.037631622
RC3H2	ENSG00000056586	0.707558927	0.24120852	2.933391106	0.003352812	0.019853464
YARS2	ENSG00000139131	0.707179217	0.233936976	3.022947584	0.002503256	0.016036902
RPP30	ENSG00000148688	0.70640232	0.259839349	2.718611802	0.00655565	0.032492456
RAB4A	ENSG00000168118	0.706170065	0.210888319	3.348549934	0.000812356	0.006828234
MIR4458HG	ENSG00000247516	0.705909183	0.228755269	3.085870698	0.002029571	0.013777837
SHCBP1	ENSG00000171241	0.705576596	0.262822851	2.684609021	0.00726147	0.035279738
NDUFB11	ENSG00000147123	0.705179117	0.259992022	2.712310598	0.006681595	0.032990558
ACBD3	ENSG00000182827	0.705082426	0.247380258	2.85019682	0.004369218	0.024010658
STRN	ENSG00000115808	0.704966342	0.271647603	2.595150242	0.009454958	0.043005076
ZDHHC13	ENSG00000177054	0.704558778	0.271744623	2.5927239	0.009521918	0.043226545
UBE2A	ENSG00000077721	0.704486922	0.240707127	2.926738945	0.003425363	0.020167642
METTL5	ENSG00000138382	0.703806394	0.273238053	2.575799334	0.010000867	0.044784523
PEX3	ENSG00000034693	0.703790974	0.254390164	2.766580918	0.005664752	0.029234066
AIP	ENSG00000110711	0.703734613	0.263244676	2.673309953	0.007510682	0.036228069
CSF1	ENSG00000184371	0.703471072	0.214275224	3.283025721	0.001026993	0.008142255
FKBP1B	ENSG00000119782	0.70332403	0.23127713	3.041044446	0.00235759	0.015376352
KBTBD6	ENSG00000165572	0.702762234	0.264820373	2.653731759	0.007960708	0.037773869
TET2	ENSG00000168769	0.702753807	0.202547399	3.469577046	0.000521279	0.004883381
MEX3C	ENSG00000176624	0.702680832	0.221481927	3.172632834	0.001510634	0.010999699
SPDL1	ENSG00000040275	0.70232448	0.250979818	2.798330498	0.005136752	0.027197663
TRIM59	ENSG00000213186	0.702282075	0.251518035	2.792173832	0.005235522	0.027598646
LYAR	ENSG00000145220	0.701617064	0.272427006	2.575431391	0.010011513	0.04482338
CD2BP2	ENSG00000169217	0.701444582	0.25212563	2.782123273	0.005400452	0.028215369
MTF2	ENSG00000143033	0.701379518	0.254308775	2.757983947	0.005815905	0.029808971
HDDC3	ENSG00000184508	0.701189366	0.244912985	2.863014243	0.004196317	0.023330867
GALM	ENSG00000143891	0.700896585	0.251810686	2.78342669	0.005378802	0.028147925
USP25	ENSG00000155313	0.700806693	0.248263989	2.822828619	0.004760201	0.025675757
MAGOH	ENSG00000162385	0.700215526	0.256150404	2.733610862	0.006264403	0.031407565
AASDHPPT	ENSG00000149313	0.699939784	0.226369717	3.092020402	0.001987992	0.013560285
CACYBP	ENSG00000116161	0.699884179	0.261959098	2.67173076	0.007546117	0.036351336
ZCCHC9	ENSG00000131732	0.699725364	0.249426829	2.805333198	0.005026459	0.026725592
SLAIN2	ENSG00000109171	0.699356646	0.219085725	3.192159802	0.001412132	0.010419107
RAB9A	ENSG00000123595	0.699240314	0.234542712	2.981292015	0.002870349	0.017710733
HMGCS1	ENSG00000112972	0.698405174	0.207279321	3.369391463	0.000753344	0.006453747
PPP1R18	ENSG00000146112	0.698318007	0.251010747	2.782024335	0.005402099	0.028215369
LOC107987457	ENSG00000146112	0.698318007	0.251010747	2.782024335	0.005402099	0.028215369
ARL4A	ENSG00000122644	0.698126006	0.215078801	3.245908017	0.001170767	0.009039684
ASS1	ENSG00000130707	0.698064432	0.229593427	3.040437357	0.002362348	0.015394642
RAB5A	ENSG00000144566	0.697904014	0.272500732	2.561108771	0.010433868	0.046133588
ING1	ENSG00000153487	0.697842533	0.200358264	3.482973548	0.000495877	0.004712802
ANXA5	ENSG00000164111	0.69780007	0.249945738	2.791806236	0.005241473	0.027615823
LRRC8B	ENSG00000197147	0.697153503	0.239144033	2.915203421	0.003554568	0.020703447
MSANTD4	ENSG00000170903	0.696771573	0.234425302	2.972254137	0.002956219	0.018073986
H1-0	ENSG00000189060	0.696518347	0.188116194	3.702596419	0.000213404	0.002447107
U2AF1	ENSG00000160201	0.695692628	0.23211995	2.997125525	0.002725385	0.017056697
HCFC2	ENSG00000111727	0.695565907	0.247343888	2.81214107	0.004921291	0.026313938
RPS15A	ENSG00000134419	0.695361246	0.254666587	2.73047695	0.006324276	0.03161129
ELK4	ENSG00000158711	0.695246109	0.260898293	2.664816628	0.007703031	0.036905157
DRAM1	ENSG00000136048	0.69511375	0.196804452	3.532002167	0.000412426	0.004081583
CEP350	ENSG00000135837	0.69502741	0.234348637	2.965783878	0.003019126	0.018353011
DARS1	ENSG00000115866	0.69494187	0.267845151	2.59456581	0.009471048	0.043061316
GNG11	ENSG00000127920	0.694743116	0.263118511	2.640419005	0.008280358	0.038894199
RNF111	ENSG00000157450	0.694552741	0.241883184	2.87143872	0.00408608	0.02287441
CAMLG	ENSG00000164615	0.694552605	0.204285787	3.399906641	0.000674089	0.005933336
C12orf4	ENSG00000047621	0.694300168	0.255334692	2.71917679	0.006544462	0.03246133
MAPKAPK3	ENSG00000114738	0.694206735	0.228605373	3.036703492	0.002391806	0.015506206
CHN1	ENSG00000128656	0.693722626	0.265976569	2.608209546	0.009101722	0.041768829
PSMB4	ENSG00000159377	0.693526089	0.257202259	2.696423006	0.00700886	0.034323509
MR1	ENSG00000153029	0.693123396	0.227257875	3.049942256	0.002288854	0.015079273
TGDS	ENSG00000088451	0.693113744	0.25831707	2.683189863	0.007292358	0.035392744
ARPC5L	ENSG00000136950	0.692755219	0.242326783	2.858764559	0.004252943	0.023565115
FMC1	ENSG00000164898	0.692382566	0.258770871	2.675658833	0.007458252	0.036043469
MGAT1	ENSG00000131446	0.692106288	0.209707421	3.300342383	0.000965669	0.007789979
CDC5L	ENSG00000096401	0.691629661	0.228510636	3.026684765	0.002472517	0.015907129
UQCR10	ENSG00000184076	0.691549702	0.229056459	3.019123342	0.002535073	0.016190609
SERBP1	ENSG00000142864	0.691173645	0.250645747	2.757571804	0.005823242	0.02983314
SLC25A5	ENSG00000005022	0.691167043	0.202669674	3.4103131	0.000648883	0.005751513
DICER1	ENSG00000100697	0.690962984	0.230038271	3.003687079	0.002667295	0.016817997
RPS6KB1	ENSG00000108443	0.690959888	0.230896966	2.992503109	0.002766998	0.017260186
PPM1A	ENSG00000100614	0.690425414	0.248327113	2.78030621	0.005430766	0.028319611
CHEK1	ENSG00000149554	0.690052123	0.251322238	2.745686687	0.00603844	0.030632265
RRAS2	ENSG00000133818	0.689950287	0.238795198	2.889297155	0.00386104	0.02198774
MORF4L1	ENSG00000185787	0.689815712	0.271861649	2.537377799	0.011168635	0.048524618
IMPAD1	ENSG00000104331	0.689812622	0.239832631	2.876225052	0.004024626	0.022636162
RABIF	ENSG00000183155	0.689805579	0.238039275	2.897864568	0.003757128	0.021578863
PAIP1	ENSG00000172239	0.689412796	0.217885021	3.164112862	0.001555565	0.011262011
MCMBP	ENSG00000197771	0.689396942	0.242494202	2.842941958	0.004469921	0.024451897
DMXL2	ENSG00000104093	0.689288577	0.209889945	3.284047638	0.001023276	0.00812168
MCM2	ENSG00000073111	0.68909841	0.242197983	2.845186414	0.004438544	0.024327025
SUCO	ENSG00000094975	0.689084881	0.226193598	3.046438482	0.002315699	0.015190182
STAM	ENSG00000136738	0.688954423	0.241661229	2.850910031	0.00435943	0.023990422
P2RX4	ENSG00000135124	0.688483069	0.208142295	3.307751881	0.000940481	0.007650903
MXD1	ENSG00000059728	0.688370443	0.223377855	3.081641386	0.002058627	0.013916978
C6orf47	ENSG00000204439	0.688124266	0.208513183	3.30014753	0.00096634	0.007789979
GPATCH2	ENSG00000092978	0.687381825	0.223459583	3.076090159	0.002097344	0.014128366
LSM8	ENSG00000128534	0.68721761	0.209836524	3.275014266	0.001056566	0.008310146
MED18	ENSG00000130772	0.686732022	0.241473514	2.843922757	0.004456185	0.024399589
FH	ENSG00000091483	0.686689443	0.224472551	3.059124338	0.00221985	0.014784312
RORC	ENSG00000143365	0.686643021	0.241884889	2.838718134	0.004529515	0.024698016
NIPSNAP2	ENSG00000146729	0.686386481	0.236327464	2.90438728	0.003679727	0.021243433
PPP2R5C	ENSG00000078304	0.685971045	0.242912964	2.823937573	0.004743762	0.025599222
GUK1	ENSG00000143774	0.685956447	0.239130155	2.868548496	0.0041236	0.023045305
TMBIM4	ENSG00000155957	0.685894403	0.244535726	2.80488424	0.005033465	0.026756595
TRA2B	ENSG00000136527	0.685548361	0.234398985	2.92470704	0.003447806	0.020252637
RHOU	ENSG00000116574	0.685516579	0.204382106	3.354092945	0.000796256	0.006723433
YRDC	ENSG00000196449	0.685363543	0.226712834	3.023046956	0.002502434	0.016036902
EGLN1	ENSG00000135766	0.685328531	0.242970154	2.820628458	0.004792968	0.025779191
RECQL	ENSG00000004700	0.685322374	0.263574194	2.600111808	0.009319339	0.042535953
IFNGR2	ENSG00000159128	0.685281463	0.228238202	3.002483624	0.002677864	0.016861282
ATP5F1B	ENSG00000110955	0.685192233	0.226761684	3.021640255	0.002514091	0.016083684
EXOSC3	ENSG00000107371	0.685044049	0.232356837	2.948241409	0.003195874	0.019173559
FARS2	ENSG00000145982	0.683882718	0.250550147	2.729524314	0.006342577	0.031680874
YWHAE	ENSG00000108953	0.683608005	0.230901613	2.960602989	0.003070374	0.018562514
SDR16C5	ENSG00000170786	0.683386743	0.239564874	2.852616626	0.00433609	0.023903627
ZNF678	ENSG00000181450	0.683157328	0.237600366	2.875236851	0.004037245	0.022693963
SMC4	ENSG00000113810	0.683012426	0.252397941	2.706093495	0.006807988	0.03349836
PCDH9	ENSG00000184226	0.682834025	0.247239715	2.761829852	0.005747842	0.02954661
PRKAA1	ENSG00000132356	0.682736783	0.225176437	3.032008106	0.002429327	0.015695809
FARSA	ENSG00000179115	0.682691239	0.22549253	3.0275559	0.002465401	0.015879304
ANXA7	ENSG00000138279	0.68259337	0.23159112	2.947407348	0.003204508	0.019197744
RSBN1	ENSG00000081019	0.682424297	0.2455778	2.778851741	0.005455142	0.028414173
PDCD2	ENSG00000071994	0.682315912	0.245817514	2.775700967	0.005508285	0.028645093
CEP170	ENSG00000143702	0.682194424	0.223784203	3.048447636	0.00230027	0.015128213
CEP170P1	ENSG00000143702	0.682194424	0.223784203	3.048447636	0.00230027	0.015128213
ITGAM	ENSG00000169896	0.682193048	0.25440637	2.681509304	0.007329088	0.035534348
RNF19A	ENSG00000034677	0.681995579	0.262480527	2.598271147	0.009369448	0.042738951
SMIM14	ENSG00000163683	0.681894189	0.220932014	3.086443546	0.002025664	0.013763632
ALYREF	ENSG00000183684	0.681793665	0.269776404	2.527254628	0.011495812	0.049624062
LMAN1	ENSG00000074695	0.681708204	0.244019036	2.793668133	0.005211393	0.027515487
GTF2E1	ENSG00000153767	0.680967127	0.229259256	2.97029284	0.00297516	0.018141063
FZD3	ENSG00000104290	0.68013439	0.22527226	3.019166183	0.002534715	0.016190609
ATAD2	ENSG00000156802	0.680042928	0.237895292	2.858580855	0.004255406	0.02356729
NDUFA4	ENSG00000189043	0.679852805	0.23222942	2.927505068	0.003416935	0.020142612
TRAPPC6B	ENSG00000182400	0.67941724	0.232442839	2.922943306	0.003467396	0.020320514
CREB3	ENSG00000107175	0.679233883	0.246787991	2.752297141	0.00591788	0.03020919
ESCO1	ENSG00000141446	0.67917842	0.24293941	2.795670004	0.005179225	0.027377968
PYROXD1	ENSG00000121350	0.679153281	0.245872895	2.762212895	0.005741103	0.029518632
RNASEH2B	ENSG00000136104	0.679142005	0.240042168	2.829261249	0.00466556	0.025240958
TMEM144	ENSG00000164124	0.678969582	0.254461454	2.668261034	0.0076245	0.036629138
COPS4	ENSG00000138663	0.678835399	0.243229962	2.790920136	0.005255844	0.027673726
NUP58	ENSG00000139496	0.677526273	0.214147038	3.163836766	0.001557041	0.011268901
PLS1	ENSG00000120756	0.677250513	0.221968609	3.051109411	0.002279975	0.015042547
TCEA1	ENSG00000187735	0.676936799	0.262168816	2.582064523	0.009821122	0.044201471
RCN1	ENSG00000049449	0.676864987	0.246798061	2.742586328	0.006095742	0.030792563
TMEM243	ENSG00000135185	0.676837959	0.229635698	2.947442256	0.003204146	0.019197744
PUS10	ENSG00000162927	0.676505487	0.249655131	2.70976	0.006733191	0.033194909
PPA2	ENSG00000138777	0.676464796	0.215804331	3.134621036	0.001720763	0.012175317
MSL3	ENSG00000005302	0.676410047	0.241201262	2.804338755	0.00504199	0.026789397
EPHB2	ENSG00000133216	0.676112091	0.236779522	2.855450015	0.004297589	0.023738347
NUBP1	ENSG00000103274	0.676079349	0.249847479	2.705968265	0.006810555	0.033503752
F10	ENSG00000126218	0.675486636	0.233894211	2.888000656	0.003876991	0.02205099
PDK4	ENSG00000004799	0.675090182	0.265964171	2.538274907	0.011140044	0.048455891
PIR	ENSG00000087842	0.674908977	0.227707413	2.963930638	0.003037367	0.018416771
ATAD1	ENSG00000138138	0.674788138	0.251621796	2.681755515	0.007323696	0.035521409
CDK4	ENSG00000135446	0.674777593	0.24277606	2.779423938	0.00544554	0.02837715
OLFML3	ENSG00000116774	0.674031561	0.221855086	3.038161405	0.002380264	0.015471038
PPIP5K2	ENSG00000145725	0.673959968	0.236082115	2.854769276	0.00430681	0.023768234
PPP1CA	ENSG00000172531	0.673907163	0.229580195	2.935388935	0.003331298	0.019772364
FTH1	ENSG00000167996	0.673666919	0.220320386	3.057669482	0.002230655	0.014815921
SLC12A2	ENSG00000064651	0.673427347	0.229426126	2.935268792	0.003332589	0.019774865
MRPS24	ENSG00000062582	0.673326355	0.243543349	2.764708452	0.005697369	0.029326892
CCND3	ENSG00000112576	0.673158883	0.218974207	3.074146921	0.002111054	0.014203908
KTI12	ENSG00000198841	0.6725982	0.24616515	2.732304716	0.006289294	0.031492591
FZD6	ENSG00000164930	0.672123467	0.209666218	3.205683179	0.001347423	0.01007226
EXOC8	ENSG00000116903	0.671308223	0.262615428	2.556240618	0.010580992	0.046585678
CCDC86	ENSG00000110104	0.670949634	0.235445214	2.849705976	0.004375966	0.024041936
DRAM2	ENSG00000156171	0.670902327	0.227202385	2.952884172	0.003148201	0.018947473
CANT1	ENSG00000171302	0.67082427	0.203602521	3.294773891	0.000985009	0.007889084
TMED2	ENSG00000086598	0.670657517	0.23731543	2.826017327	0.004713071	0.025457744
TVP23B	ENSG00000171928	0.670098481	0.227972434	2.939383811	0.003288655	0.019588666
ADM	ENSG00000148926	0.669784095	0.234401097	2.857427304	0.004270905	0.023630124
TAF9	ENSG00000273841	0.669693365	0.255230834	2.623873277	0.008693612	0.040351551
MDP1	ENSG00000213920	0.669681402	0.24276744	2.758530562	0.005806188	0.029774497
